time,step,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,joint0_angle,joint0_vel,joint0_torque,joint1_angle,joint1_vel,joint1_torque,joint2_angle,joint2_vel,joint2_torque,joint3_angle,joint3_vel,joint3_torque,joint4_angle,joint4_vel,joint4_torque
0.003108978271484375,0,-0.0205,0.0025010981428353887,0.15152648954876285,-1.3641034207004947e-17,0.25010981428353884,0.15264895487628666,0.0002826955759034015,0.028269557590340146,0.06190162195639949,0.03087466332539519,3.087466332539519,0.48262370573614666,0.05676810074694129,5.676810074694129,0.6261911611339173,0.07401809656837809,7.401809656837808,0.4489719765183371,0.07999947294670975,7.999947294670975,0.08597125689250308
0.09632658958435059,10,-0.009738302561499814,0.01969169559060319,0.10457559519258698,0.13791282206931343,0.12054635346379365,-0.9606361493577744,0.08221194563924228,1.2436766768666228,-0.0016767646951473516,0.2830950604274221,2.1474539613055796,-0.015086168876708632,0.4408762383627692,2.7242334653783447,-0.021487018940559884,0.5315418806574842,2.8862481523503907,-0.016566243074284972,0.5412820677981873,2.6089592547680693,-0.002597584085891952
0.19361615180969238,20,0.003949109904080121,0.02935976951226907,0.0674885711561993,0.13694838140060525,0.07562307652598219,0.17229628392243812,0.23259566848636642,1.6203035916992814,-0.004488558528222825,0.4701995239627064,1.657355162753822,0.09694694834273694,0.6359712420775926,1.444398308148729,0.038232073534930806,0.7050210197829366,1.0107227048096699,0.09138847077533499,0.6669221793674185,0.4212686042917193,-0.009552090930390379
0.29041433334350586,30,0.01699341660702917,0.03335044418141003,0.08110398329105671,0.12388497090339937,0.018688938597159355,0.11398670373406965,0.3955258708351874,1.596213463284308,-0.005511060368646382,0.6129357268806459,1.2389076889662103,0.11046758901838366,0.7367095972277447,0.69249452668697,0.04751035637809288,0.7485056047215568,0.04169728983320485,0.09252285282493802,0.6466271508418331,-0.614821010081981,-0.007963274498754532
0.38629794120788574,40,0.026963029592403716,0.03443386756456307,0.08917573108316545,0.07251405746417956,0.016786387597322698,0.056472613245042685,0.5437262768978941,1.361906375953884,-0.00693238982489519,0.7129398967639167,0.8010200632399884,0.10328432195618009,0.7736852327375685,0.11700999588319967,0.03489849552071117,0.7164299477716737,-0.5822312224413021,0.09810545374858388,0.5504006683043083,-1.1956993951049721,-0.006683866172536004
0.4828460216522217,50,0.03171925587067929,0.03513019070312745,0.09207655091179474,0.027328649352787115,-0.005389755321130709,0.012304100321196512,0.6621548099851021,1.0231032456952556,-0.00953923075562251,0.7679591397776544,0.34216029695055517,0.10848891038940271,0.7571921477370551,-0.3869776000809326,-0.09137536909709428,0.6307890943710701,-1.0623173297322521,0.10810315376693115,0.4085497333091461,-1.5753975651605674,-0.005438746238396201
0.579310417175293,60,0.031858439624293744,0.03295494400302696,0.09171914090578973,-0.018995030069922224,-0.03615765379311023,-0.015785601063385432,0.7420884368207781,0.6043014138212717,-0.010536064687065926,0.7762742375821894,-0.12880972495845266,0.0973712123357045,0.692692756438268,-0.8449450324889931,-0.09229708593209474,0.5032013221626402,-1.4325377611740715,0.11910447226344055,0.23742240653689103,-1.8035013092886278,-0.0037246707385289093
0.6742444038391113,70,0.027638651572666827,0.027483592557637566,0.08873997947162426,-0.05956986181172611,-0.07076683182085217,-0.041066780321910135,0.7776963965099583,0.15083557311843682,-0.010710933386286326,0.7382764007781928,-0.5816037743650454,0.1049695028642213,0.5866261095258023,-1.2271860728849555,-0.0751903244139898,0.3454611866561794,-1.683297755988197,0.1295276326995793,0.05182549458889257,-1.8850662704248595,-0.002251533178740819
0.7685494422912598,80,0.019804697920022565,0.017602448438846993,0.08273450722361103,-0.09431020895236701,-0.11157264358871383,-0.08500702053942051,0.767702833046489,-0.30321897447186796,-0.008903114331664087,0.6572541562094089,-0.9884788351308216,0.11189701208737074,0.44678731370635294,-1.5242372394582366,-0.09970017378430618,0.1681593330845082,-1.8297246337648327,0.13788942575432775,-0.1360266060029358,-1.8565849662874185,-0.0022475068610058758
0.8637561798095703,90,0.0074281507936431465,0.003427030107862345,0.07245546574037302,-0.1429452915931487,-0.2056547370088457,-0.11353299613880775,0.7129222520814766,-0.7449588596372271,-0.010583102891813823,0.5378349742415915,-1.352961366698577,0.07846512214348852,0.28084433836926465,-1.7550849035836962,0.039763655863739186,-0.018874394122210127,-1.8898747747571563,-0.07270352675002745,-0.31577232736328065,-1.736641498040445,-0.001576960352178446
0.959559440612793,100,-0.008830075827477316,-0.02095643852453828,0.0563769481964982,-0.17672607494434142,-0.1707743077296436,-0.21843412421066077,0.6158366215274633,-1.148526665848427,0.0019616116080761825,0.38604155405725854,-1.6406780318355356,0.08401390247506028,0.09745726371250188,-1.8829936527828424,2.8088454552862424e-05,-0.20593373272072807,-1.8386954525373371,-0.17194475120800481,-0.47802306700387853,-1.514258899813598,-0.006080248550578212
1.054192066192627,110,-0.02196748632627446,-0.03062603636103472,0.029610443453110993,-0.06499076027502435,-0.10838520960034102,-0.23145030718038032,0.483175181068282,-1.4669929525576941,-0.004181108602802059,0.21224306562273546,-1.8099772966230478,0.13370226441497693,-0.09101650616125118,-1.8774707945419429,-0.017160766127602457,-0.38039213415389933,-1.6589845018351557,-0.15072931992768374,-0.6118928784530883,-1.1880364741091467,-0.009457178060331948
1.1494553089141846,120,-0.022075409420924275,-0.02946496537997842,0.027656316159739264,0.026400741912103325,0.04607791679438934,0.03116623121677846,0.3218849314395444,-1.7142508975007982,0.028535921526401695,0.025856057469940637,-1.8925805175706343,-0.33940625861984686,-0.27432546889224724,-1.7809318369029377,-0.041699340389335704,-0.5326617917843773,-1.3984292801582403,-0.383069015344415,-0.7100071232231332,-0.8024839992830809,-0.012832876616780498
1.2450265884399414,130,-0.017576921474472658,-0.023571328966438685,0.031705782830857177,0.058286550178433816,0.06690198157526057,0.040387893005986594,0.14146800355909295,-1.8621836907973632,0.0037862594100995413,-0.1625895702853037,-1.8613311182907075,-0.2800812010530519,-0.44198615304765404,-1.5763068407419938,-0.05368834659631116,-0.6540436717427148,-1.0515415207432297,-0.307550226872014,-0.7665945749052778,-0.3664566378719003,-0.00836480388141793
1.341346025466919,140,-0.009715815777428265,-0.014804828647592277,0.0315282349021675,0.12751058091541348,0.12772335774486326,-0.06866208460884292,-0.0481126315323781,-1.9064050397846164,0.039850242542611214,-0.34210692916953994,-1.7246309310138674,-0.28305453368987915,-0.5840670166435891,-1.2800712075118719,0.06132051876729231,-0.7370720810984949,-0.6408003768503339,-0.3061489920598357,-0.7779172250924365,0.0963325258265674,-0.019337226563368084
1.4360649585723877,150,-0.0009927668139189001,-0.02030856479007579,0.031725638999226764,0.07827157496862429,-0.10648249737505497,-0.21514630473755478,-0.23432535560686865,-1.8115969621936818,-0.005810769127735877,-0.5009718621305712,-1.4650613736394613,0.031075155964210722,-0.6913580653349347,-0.8953167303788538,-0.2471171036199534,-0.7764901804967084,-0.18952183862090116,0.05083083427821169,-0.7434203768004194,0.5454893974908254,-0.0054969281588221385
1.5307896137237549,160,0.005844752510529879,-0.024685449505630886,0.03213317260924187,0.09892000153555822,-0.05867112868676464,-0.006821336511485754,-0.40612184579306765,-1.6202830746134023,-0.012043121458775953,-0.6298573218562226,-1.129806153723103,-0.02662960255946456,-0.7577000827542336,-0.4671693462856821,-0.10732403213163913,-0.7702115933341943,0.26629069613688805,0.04314459340772901,-0.6654490477726734,0.959515930469401,-0.0019471198935316143
1.6265230178833008,170,0.01129722373010117,-0.027782277162556324,0.032945886025989274,0.027451030852621374,0.010750148230422116,0.013968216305543,-0.5540806552814639,-1.34659548700367,-0.011106121447662948,-0.721875226601168,-0.7350523695262715,-0.040887686380839595,-0.7796822173301937,-0.012571895999898323,0.004376386236984044,-0.7189615806188684,0.7137451598578199,0.038503800966319175,-0.5490971617122167,1.3347052316750132,0.02649973907965829
1.7226412296295166,180,0.012344415426382465,-0.025058176860475637,0.03425541140148116,-0.0036105116907290324,0.03841737103501425,0.012268792276218965,-0.6700688346986355,-0.9918218883367216,-0.011247900972583064,-0.7714755905581596,-0.2937546679079947,0.01984141518794201,-0.7553936273671773,0.44880586333203665,0.07801836010972626,-0.6243659141778896,1.123750888332679,0.04438470170569036,-0.3984180308868105,1.6284782085568479,0.034997566846419914
